air_durations_A,air_durations_B,air_durations_C,air_durations_D,asc_peak_slopes_A,asc_peak_slopes_B,asc_peak_slopes_C,asc_peak_slopes_D,avg_pres_A,avg_pres_B,avg_pres_C,avg_pres_D,contact_durations_A,contact_durations_B,contact_durations_C,contact_durations_D,des_peak_slopes_A,des_peak_slopes_B,des_peak_slopes_C,des_peak_slopes_D,dog_id,pace,paw_area_cm2_A,paw_area_cm2_B,paw_area_cm2_C,paw_area_cm2_D,peak_pressure_A,peak_pressure_B,peak_pressure_C,peak_pressure_D,ratio_pres2area_A,ratio_pres2area_B,ratio_pres2area_C,ratio_pres2area_D,step_lengths_A,step_lengths_B,step_lengths_C,step_lengths_D
0.185,0.185,0.185,0.185,0.401,0.497,0.52,0.467,2.628,2.7,2.607,2.404,0.16,0.158,0.135,0.15,0.521,0.499,0.565,0.47,T0000031,4.15,9.335,10.372,7.84,9.396,7.3,7.3,7.8,7.05,0.284,0.235,0.371,0.274,0.526,0.596,0.45,0.407
0.182,0.168,0.17,0.18,0.43,0.379,0.39,0.372,2.114,2.338,2.393,2.444,0.16,0.175,0.188,0.17,0.362,0.422,0.411,0.409,T0000031,3.62,7.016,7.809,8.93,9.33,5.7,6.8,6.8,6.8,0.274,0.2,0.228,0.323,0.348,0.33,0.361,0.356
0.168,0.2,0.202,0.185,0.363,0.384,0.404,0.397,2.434,2.295,2.287,2.394,0.19,0.17,0.19,0.17,0.394,0.347,0.305,0.515,T0000031,3.67,10.046,6.651,7.308,8.386,6.8,6.8,6.2,7.05,0.319,0.369,0.314,0.281,0.373,0.398,0.383,0.398
0.188,0.175,0.185,0.185,0.474,0.426,0.408,0.447,2.374,2.536,2.457,2.572,0.155,0.16,0.16,0.16,0.468,0.475,0.533,0.538,T0000031,4.16,10.068,9.794,9.808,9.659,6.8,7.3,7.05,7.3,0.263,0.266,0.365,0.457,0.42,0.576,0.628,0.52
0.2,0.21,0.2,0.205,0.772,0.711,0.717,0.727,3.056,3.274,2.873,3.008,0.175,0.158,0.15,0.16,0.613,0.652,0.655,0.641,T0000034,3.92,18.31,18.076,14.226,13.54,10.5,10.45,9.9,9.3,0.141,0.198,0.196,0.187,0.583,0.453,0.299,0.289
0.24,0.25,0.24,0.255,0.84,0.709,0.797,0.725,3.75,3.943,3.66,3.515,0.22,0.205,0.185,0.198,0.935,0.74,0.868,0.69,T0000035,5.1,23.65,23.085,21.016,21.424,16.2,14.1,15.7,14.05,0.157,0.162,0.143,0.167,0.762,0.756,0.8,0.746
0.26,0.255,0.238,0.245,0.703,0.708,0.746,0.725,3.198,3.606,3.835,3.866,0.192,0.215,0.24,0.23,0.568,0.674,0.851,0.811,T0000035,4.71,19.685,20.073,25.326,24.268,12.45,13.8,17.8,17.8,0.171,0.147,0.137,0.158,0.731,0.428,0.75,0.764
0.268,0.26,0.275,0.245,1.37,1.632,1.277,1.838,6.415,5.219,6.345,5.128,0.305,0.252,0.285,0.268,1.105,1.034,1.309,0.746,T0269664,5.72,38.281,29.548,36.184,28.995,33.9,30.0,37.15,27.9,0.168,0.16,0.155,0.147,1.203,1.045,1.169,1.059
0.28,0.282,0.29,0.278,1.777,1.784,1.573,1.82,5.88,6.17,5.868,5.79,0.25,0.26,0.255,0.235,1.222,1.132,1.325,1.5,T0269664,6.11,33.762,38.388,34.058,31.559,35.1,34.5,38.6,39.8,0.17,0.165,0.163,0.177,1.118,0.905,1.16,1.462
0.208,0.248,0.258,0.25,1.334,0.722,1.527,0.85,5.132,4.899,4.169,4.177,0.29,0.3,0.255,0.272,1.301,1.04,0.758,0.595,T0307068,4.03,30.03,28.539,24.553,23.495,25.0,26.1,19.3,19.05,0.149,0.165,0.17,0.174,0.84,0.627,0.86,0.881
0.21,0.228,0.238,0.24,0.667,0.745,0.765,0.801,4.952,4.892,4.235,4.514,0.275,0.275,0.255,0.245,1.172,1.098,0.792,0.871,T0307068,4.92,30.024,30.031,24.088,23.903,23.8,23.8,18.7,21.0,0.181,0.174,0.179,0.205,0.856,0.864,0.869,0.864
0.225,0.222,0.248,0.24,0.578,0.729,0.851,0.716,4.979,5.105,4.326,4.237,0.308,0.31,0.265,0.285,1.237,1.149,0.589,0.77,T0307068,4.3,30.318,31.765,23.854,22.662,21.85,26.7,18.2,21.0,0.182,0.154,0.18,0.174,0.788,0.809,0.786,0.791
0.262,0.268,0.24,0.255,0.699,0.716,0.634,0.636,4.87,4.456,5.108,5.066,0.28,0.285,0.3,0.292,0.902,0.581,0.969,0.932,T0307068,4.41,26.33,22.976,28.075,28.107,22.1,17.0,22.7,24.4,0.154,0.174,0.179,0.159,0.805,0.81,0.839,0.835
0.188,0.24,0.2,0.26,3.351,5.038,2.935,9.311,22.293,17.558,21.089,17.752,0.38,0.362,0.358,0.362,5.064,1.83,6.899,4.756,T0316445,4.7,50.03,45.212,50.794,40.615,139.8,93.85,124.45,200.1,0.505,0.36,0.473,0.503,1.038,1.12,1.025,1.093
0.252,0.295,0.268,0.265,3.301,4.536,3.569,3.725,15.707,16.125,16.455,17.213,0.28,0.245,0.255,0.265,3.93,3.391,3.124,5.216,T0325970,6.34,31.715,29.575,27.927,34.98,109.5,92.6,92.6,96.0,0.577,0.567,0.609,0.512,1.538,0.959,1.3,1.249
0.582,0.305,0.298,0.28,3.809,4.886,3.917,5.067,17.447,17.544,16.69,17.786,0.275,0.4,0.26,0.26,3.56,3.495,4.383,4.239,T0325970,5.83,36.459,32.207,35.47,32.56,96.0,122.15,107.8,118.75,1.561,0.499,0.459,0.543,1.792,1.846,1.244,0.66
0.292,0.285,0.29,0.295,4.351,8.696,4.524,5.231,20.572,20.222,21.032,22.827,0.205,0.202,0.215,0.255,4.669,3.538,4.883,6.958,T0328709,6.05,27.737,23.711,27.059,32.342,78.2,99.45,100.65,148.0,0.679,0.729,0.731,0.74,1.348,1.077,1.161,1.178
0.275,0.28,0.305,0.295,6.869,5.877,4.982,5.437,22.305,21.664,22.482,22.361,0.195,0.21,0.213,0.215,5.282,4.643,4.606,6.455,T0328709,6.36,28.489,30.204,28.16,34.945,104.25,92.4,110.1,111.3,0.738,0.783,0.705,0.661,1.203,0.908,1.161,1.178
0.285,0.33,0.25,0.275,3.98,4.956,4.975,4.394,21.258,24.704,20.888,19.594,0.215,0.235,0.182,0.208,5.988,5.889,4.347,4.691,T0328709,5.97,29.113,30.499,25.317,26.742,106.6,127.9,97.1,81.7,0.81,0.824,0.865,0.77,1.217,1.466,1.028,0.724
0.21,0.215,0.212,0.208,0.657,0.733,0.708,0.663,2.691,2.829,2.714,2.488,0.105,0.135,0.095,0.135,0.56,0.664,0.588,0.566,T0335937,3.28,5.058,6.876,5.924,5.755,6.7,7.5,6.7,7.5,0.462,0.58,0.378,0.323,0.326,0.25,0.232,0.314
0.198,0.21,0.215,0.205,0.499,0.615,0.582,0.596,2.576,2.73,2.64,2.369,0.15,0.12,0.15,0.135,0.525,0.476,0.441,0.439,T0335937,2.37,6.657,4.2,4.61,5.274,7.5,6.7,6.7,6.0,0.29,0.424,0.461,0.409,0.248,0.24,0.337,0.235
0.21,0.205,0.212,0.205,0.749,0.82,0.735,0.655,2.851,2.849,2.787,2.883,0.115,0.112,0.1,0.13,0.659,0.684,0.563,0.578,T0335937,3.56,5.54,6.081,5.312,6.554,7.5,7.5,6.7,7.5,0.48,0.394,0.46,0.352,0.161,0.523,0.252,0.351
0.46,0.49,0.48,0.47,3.015,3.659,5.023,2.051,12.047,13.032,14.086,12.878,0.51,0.495,0.385,0.495,0.932,1.042,2.346,2.474,T0356107,5.83,35.344,35.134,37.986,35.008,72.25,80.5,105.45,64.8,0.355,0.408,0.383,0.429,2.117,2.11,2.083,1.864
0.518,0.35,0.492,0.26,2.371,3.403,3.768,3.777,11.776,13.852,13.348,13.036,0.24,0.255,0.255,0.48,1.92,2.25,2.433,0.995,T0356107,6.17,30.42,34.617,36.147,35.282,61.4,73.1,78.0,75.55,0.613,0.4,1.592,0.383,1.63,1.639,1.907,1.672
0.245,0.265,0.325,0.235,1.005,0.9,0.96,0.806,5.001,4.306,5.425,4.626,0.238,0.205,0.26,0.208,1.709,1.606,1.199,1.019,T0356136,6.19,29.59,28.232,35.338,26.972,27.9,20.95,27.6,19.9,0.179,0.147,0.165,0.198,1.054,0.562,1.293,1.008
0.38,0.338,0.47,0.473,0.867,0.92,0.878,0.821,4.33,5.145,5.262,4.502,0.235,0.51,0.5,0.27,0.811,0.439,0.436,1.328,T0356136,5.57,27.198,32.116,31.055,30.42,24.3,31.5,29.0,27.6,0.146,0.147,0.158,0.13,1.221,1.642,1.912,1.706
0.478,0.238,0.265,0.485,0.921,0.887,1.068,0.719,5.117,4.516,4.273,4.602,0.26,0.26,0.238,0.275,1.318,0.897,0.808,1.249,T0356136,5.72,34.68,29.761,28.142,27.757,32.0,24.9,22.4,25.4,0.171,0.141,0.29,0.174,1.495,1.28,1.289,1.482
0.33,0.322,0.332,0.325,1.726,2.334,1.899,1.492,8.209,9.725,9.992,7.917,0.26,0.265,0.245,0.252,1.532,1.527,1.849,1.434,T0358265,5.51,30.086,32.831,34.868,27.556,40.8,45.6,44.4,36.6,0.348,0.316,0.403,0.335,0.691,1.204,1.171,1.169
0.25,0.27,0.298,0.28,1.312,1.26,1.278,1.177,9.206,7.308,9.522,7.693,0.328,0.322,0.3,0.292,1.041,1.091,1.021,0.769,T0358265,4.67,32.629,24.445,30.074,17.863,37.2,34.2,34.8,26.4,0.287,0.254,0.343,0.296,1.033,1.026,1.018,1.016
0.32,0.278,0.31,0.315,1.028,0.729,1.097,0.922,5.637,5.743,5.816,5.432,0.275,0.255,0.242,0.24,0.991,1.573,1.028,1.327,T0368816,5.86,26.543,31.527,29.828,29.307,26.4,25.7,25.7,26.4,0.152,0.205,0.196,0.184,1.481,0.92,1.745,1.169
0.575,0.57,0.325,0.58,0.891,1.258,0.502,1.058,5.703,5.667,5.54,5.71,0.378,0.365,0.488,0.39,0.661,0.638,0.789,0.848,T0368816,5.88,32.91,22.218,31.248,22.36,26.1,29.05,25.1,30.05,0.174,0.36,0.162,0.423,2.332,1.798,1.694,2.317
0.29,0.448,0.422,0.29,0.982,0.863,1.013,0.716,5.788,5.883,5.679,5.89,0.255,0.25,0.23,0.25,1.074,1.196,1.327,1.323,T0368816,5.94,32.221,29.084,27.287,26.308,24.4,26.4,25.7,25.7,0.182,0.216,0.222,0.199,1.156,1.45,1.19,1.467
0.27,0.268,0.28,0.28,1.478,1.225,1.079,1.491,5.103,4.95,4.39,5.146,0.262,0.27,0.235,0.382,1.229,0.921,0.909,0.761,T0375593,5.0,26.072,27.375,23.612,25.004,33.25,30.0,23.0,34.25,0.177,0.174,0.181,0.194,0.535,0.992,0.994,1.495
0.3,0.29,0.31,0.282,1.086,1.196,1.289,1.448,4.664,4.794,5.195,5.84,0.248,0.248,0.255,0.26,0.778,0.998,1.144,1.199,T0375593,5.24,24.751,27.621,26.566,30.456,24.75,26.5,30.75,36.0,0.192,0.192,0.222,0.186,1.49,0.556,1.016,0.749
0.29,0.29,0.3,0.288,1.237,0.971,1.105,1.205,4.842,4.755,4.712,4.777,0.275,0.258,0.255,0.26,0.934,0.976,0.947,0.919,T0375593,4.78,26.73,25.868,26.095,24.049,29.75,26.25,25.75,25.5,0.16,0.175,0.166,0.171,0.525,1.421,0.524,0.992
0.295,0.29,0.31,0.308,1.179,1.431,1.085,1.085,4.948,5.222,4.723,4.331,0.28,0.27,0.275,0.265,0.794,0.89,0.827,0.998,T0375593,4.63,26.1,29.108,26.099,24.851,32.25,37.5,25.5,25.5,0.196,0.166,0.173,0.184,0.982,1.001,0.951,1.221
0.265,0.285,0.29,0.29,1.307,1.333,0.98,1.345,5.103,5.042,4.323,5.33,0.26,0.265,0.265,0.258,1.181,1.082,0.793,0.87,T0375593,4.94,23.22,27.765,24.644,27.348,31.0,30.75,22.0,31.5,0.469,0.188,0.148,0.172,1.359,0.535,0.766,0.983
0.43,0.292,0.31,0.315,1.565,0.944,1.025,1.008,5.462,5.341,4.275,4.71,0.3,0.27,0.245,0.42,0.872,1.109,1.005,0.557,T0375593,4.86,28.314,26.438,23.812,24.04,37.0,25.5,20.0,24.25,0.193,0.198,0.186,0.209,1.484,0.995,0.742,1.003
0.31,0.29,0.31,0.3,1.097,0.834,1.294,1.173,4.374,5.204,5.128,4.558,0.282,0.277,0.275,0.242,0.728,1.108,1.05,1.092,T0375593,4.84,26.506,27.493,26.777,23.623,27.25,26.25,29.5,23.5,0.182,0.199,0.212,0.203,0.975,0.991,1.553,0.976
0.28,0.32,0.305,0.3,1.122,1.592,1.086,1.144,4.918,5.656,3.884,4.955,0.26,0.272,0.245,0.262,1.013,1.282,0.943,0.958,T0375593,4.87,26.442,28.658,23.827,24.663,27.75,36.5,20.5,26.0,0.178,0.177,0.163,0.151,1.43,1.008,0.918,1.393
0.295,0.3,0.31,0.295,1.316,1.007,1.119,1.008,4.722,4.438,4.598,5.128,0.24,0.258,0.26,0.285,0.952,1.199,1.036,0.732,T0375593,4.87,25.605,27.08,25.632,26.866,28.5,26.5,28.5,26.75,0.18,0.19,0.187,0.215,1.493,1.017,0.907,1.422
0.295,0.292,0.3,0.29,1.34,1.061,1.159,1.255,5.088,4.313,4.82,4.405,0.25,0.245,0.255,0.255,1.141,0.971,0.868,1.048,T0375593,5.14,27.53,26.401,26.2,24.367,30.0,23.0,24.5,22.0,0.179,0.309,0.168,0.145,1.009,1.027,1.034,0.946
0.185,0.165,0.17,0.16,0.294,0.592,0.616,0.72,2.604,2.95,3.894,3.725,0.228,0.262,0.242,0.245,0.39,0.298,0.485,0.472,T0376574,2.63,9.269,12.164,12.702,14.15,7.2,7.8,11.7,12.0,0.3,0.261,0.294,0.233,0.339,0.34,0.341,0.344
0.2,0.195,0.168,0.17,0.534,0.407,0.538,0.615,3.333,2.649,2.835,2.887,0.218,0.235,0.215,0.255,0.612,0.466,0.459,0.31,T0376574,2.43,12.862,9.669,10.072,11.216,10.2,7.8,7.8,8.4,0.192,0.208,0.228,0.23,0.343,0.379,0.372,0.336
0.175,0.185,0.175,0.17,0.581,0.218,0.568,0.408,3.504,2.508,3.422,2.933,0.27,0.258,0.268,0.27,0.345,0.433,0.484,0.346,T0376574,2.52,12.653,9.038,13.082,11.164,10.8,6.6,10.8,7.8,0.284,0.311,0.231,1.704,0.357,0.339,0.348,0.356
0.178,0.17,0.162,0.175,0.455,0.57,0.497,0.629,2.674,3.749,3.065,3.838,0.265,0.272,0.28,0.278,0.416,0.331,0.316,0.354,T0376574,2.33,8.63,12.79,11.573,13.205,7.8,10.8,8.4,12.0,0.211,0.258,0.284,0.3,0.326,0.326,0.322,0.316
0.18,0.165,0.18,0.168,1.588,1.644,1.716,1.615,6.368,7.1,6.013,6.848,0.125,0.138,0.115,0.145,1.86,2.256,1.574,1.379,T0379974,4.31,10.18,14.848,8.167,13.379,21.0,25.9,18.5,19.7,0.587,0.496,0.844,0.518,0.484,0.493,0.512,0.514
0.188,0.208,0.198,0.195,1.391,1.252,1.212,1.373,5.692,6.875,6.968,6.227,0.15,0.16,0.16,0.155,1.32,1.227,1.612,1.408,T0379974,3.48,9.318,13.231,13.931,10.244,21.0,19.7,23.4,22.2,0.611,0.52,0.487,0.55,0.335,0.483,0.602,0.33
0.2,0.2,0.2,0.19,1.508,1.377,1.476,1.542,6.303,6.652,6.332,6.496,0.128,0.14,0.14,0.143,1.879,1.844,1.614,1.532,T0379974,4.78,10.808,13.894,11.232,11.283,22.2,22.2,21.0,21.0,0.682,0.572,0.539,0.736,0.5,0.511,0.731,0.266
0.19,0.195,0.195,0.19,1.609,1.599,1.692,1.616,6.698,6.798,6.845,6.659,0.145,0.135,0.132,0.14,1.633,1.792,1.587,1.632,T0379974,4.88,13.552,11.44,11.046,10.989,22.2,23.4,21.0,21.6,0.566,0.503,0.451,0.727,0.51,0.369,0.754,0.276
0.19,0.19,0.19,0.195,1.569,1.567,1.662,1.685,6.95,6.338,6.604,6.438,0.138,0.128,0.14,0.13,1.821,1.858,1.595,1.629,T0379974,5.08,14.712,10.429,11.052,11.478,22.2,21.6,21.6,21.6,0.5,0.735,0.547,0.6,0.542,0.509,0.779,0.267
0.195,0.2,0.2,0.195,1.383,1.453,1.494,1.373,6.631,6.558,6.508,7.095,0.15,0.145,0.135,0.145,1.556,1.579,1.377,1.388,T0379974,4.42,13.434,11.984,8.641,12.589,21.0,21.0,19.7,19.7,0.598,0.505,0.673,0.699,0.354,0.44,0.475,0.436
0.27,0.265,0.29,0.272,1.338,1.644,1.584,1.485,8.724,8.026,8.18,7.668,0.418,0.275,0.265,0.23,0.991,1.348,1.207,1.367,T0383729,4.67,26.724,21.403,24.878,20.443,38.0,38.6,38.6,33.9,0.376,0.38,0.329,0.415,1.369,0.865,0.883,0.87
0.29,0.28,0.29,0.295,1.216,1.479,1.412,1.501,8.597,7.84,8.54,9.27,0.25,0.255,0.275,0.27,1.898,1.474,1.237,1.736,T0383729,4.58,24.675,19.782,25.876,27.651,37.4,36.3,36.85,42.15,0.342,0.387,0.29,0.295,0.407,0.856,1.322,1.313
0.3,0.28,0.275,0.28,1.405,1.22,1.627,1.051,8.382,8.164,8.546,8.689,0.252,0.26,0.265,0.28,1.639,1.47,1.392,1.547,T0383729,4.58,25.381,21.288,24.648,26.586,37.45,36.85,37.45,37.45,0.435,0.377,0.421,0.282,0.381,1.262,0.426,1.375
0.298,0.28,0.28,0.29,1.575,1.456,1.382,1.666,7.821,8.47,8.788,7.798,0.26,0.282,0.26,0.265,1.573,1.495,1.559,1.405,T0383729,4.63,20.516,24.89,23.446,20.003,38.6,39.2,38.0,39.8,0.35,0.311,0.304,0.39,0.661,0.935,1.348,0.638
0.4,0.285,0.405,0.295,2.872,2.207,1.856,2.25,16.536,15.519,15.5,14.014,0.3,0.28,0.29,0.238,2.025,1.769,1.752,2.361,T0390550,5.42,28.437,26.591,28.139,19.222,75.6,55.7,55.7,57.7,0.642,0.587,0.642,0.727,1.54,1.042,1.582,1.013
0.29,0.302,0.408,0.33,2.631,1.934,2.699,2.372,14.667,14.599,16.983,13.942,0.275,0.285,0.275,0.225,2.237,2.622,2.794,2.917,T0390550,5.56,29.113,21.691,30.028,22.332,69.6,65.6,73.6,54.7,0.68,0.571,0.659,0.704,1.144,1.632,1.39,1.093
0.305,0.272,0.29,0.282,1.011,0.963,1.07,1.073,4.392,4.98,4.572,4.724,0.232,0.255,0.235,0.25,1.019,0.998,0.887,0.955,T0390824,5.5,28.118,37.639,28.958,32.816,23.95,24.0,23.4,24.0,0.14,0.132,0.189,0.166,1.077,1.101,1.084,1.394
0.278,0.285,0.285,0.265,1.144,0.943,1.046,0.993,4.659,4.485,4.611,4.898,0.25,0.26,0.238,0.275,0.897,0.738,0.958,1.184,T0390824,5.22,27.583,32.762,25.144,32.974,24.0,22.3,23.15,26.5,0.159,0.137,0.16,0.15,1.068,1.085,1.016,1.135
0.285,0.265,0.24,0.24,2.173,1.958,2.521,2.171,10.188,10.022,9.398,9.559,0.188,0.21,0.152,0.195,3.091,2.831,2.531,2.592,T0391053,5.77,22.682,20.549,17.366,21.353,45.9,41.7,38.9,43.1,0.444,0.384,0.567,0.493,1.177,0.996,0.781,0.822
0.227,0.245,0.235,0.208,2.192,2.528,2.053,2.268,9.952,9.661,9.642,9.639,0.175,0.145,0.165,0.18,3.493,3.315,3.385,3.196,T0391053,6.19,23.464,17.443,21.324,22.456,43.1,45.9,46.55,45.9,0.437,0.594,0.503,0.492,0.818,0.83,0.822,0.806
0.235,0.25,0.225,0.21,2.57,2.463,2.637,2.372,10.008,9.68,9.176,9.53,0.17,0.158,0.155,0.17,3.473,3.479,2.605,3.159,T0391053,6.4,21.379,20.836,19.053,23.46,48.7,43.8,47.3,41.7,0.396,0.521,0.48,0.4,0.864,0.864,1.004,0.83
0.227,0.238,0.22,0.212,2.342,2.366,2.126,2.483,9.114,9.59,9.818,9.351,0.165,0.14,0.175,0.17,3.354,3.195,3.486,2.876,T0391053,6.35,23.996,17.451,21.758,23.884,40.3,38.9,48.65,43.1,0.387,0.578,0.453,0.456,0.842,0.836,0.851,0.849
0.22,0.22,0.198,0.22,2.244,2.675,2.544,2.696,9.549,9.35,10.413,9.682,0.175,0.145,0.18,0.145,3.126,3.204,3.096,3.026,T0391053,6.46,19.527,16.569,22.319,19.559,38.9,44.5,43.1,41.7,0.387,0.554,0.399,0.467,0.844,0.629,1.016,0.628
0.245,0.225,0.228,0.222,1.65,2.328,2.779,2.367,10.034,9.492,9.282,9.31,0.19,0.16,0.15,0.15,3.767,3.235,3.23,2.579,T0391053,6.35,23.619,21.06,18.611,19.845,46.6,40.3,41.7,41.7,0.426,0.555,0.421,0.543,1.171,0.824,1.009,0.816
0.23,0.245,0.25,0.245,1.27,1.599,1.71,1.183,5.289,5.608,6.376,5.1,0.23,0.22,0.22,0.205,1.467,1.237,2.02,1.561,T0398180,6.16,26.718,32.693,31.696,25.159,29.7,30.25,37.0,30.0,0.189,0.15,0.196,0.173,0.986,1.025,1.042,1.0
0.255,0.258,0.28,0.255,1.065,1.09,0.988,0.908,5.349,5.371,5.021,5.594,0.277,0.265,0.27,0.27,0.886,0.817,1.159,1.239,T0398180,4.63,24.776,25.769,23.961,31.73,30.55,28.6,26.4,26.35,0.19,0.242,0.198,0.178,0.839,0.846,0.664,0.864
0.24,0.238,0.228,0.24,0.77,0.885,0.892,0.745,3.2,3.129,3.297,3.166,0.152,0.15,0.165,0.16,0.786,0.908,0.926,0.806,T0398726,4.1,14.781,13.311,16.136,14.645,11.9,11.3,15.6,11.35,0.291,0.222,0.152,0.202,0.33,0.57,0.563,0.517
0.235,0.232,0.232,0.238,1.216,1.029,1.126,0.973,3.36,3.111,3.405,3.314,0.13,0.135,0.13,0.125,1.286,1.098,1.045,1.093,T0398726,5.25,18.502,14.36,19.929,14.5,16.15,11.9,14.0,12.9,0.212,0.218,1.188,0.258,0.652,0.47,0.581,0.653
0.235,0.24,0.24,0.24,0.893,0.812,0.848,0.915,3.083,3.016,3.31,3.415,0.152,0.152,0.14,0.155,0.865,0.896,0.932,0.837,T0398726,4.38,14.924,15.159,13.672,18.043,12.95,11.05,11.3,14.0,0.25,0.226,0.22,0.148,0.392,0.551,0.578,0.576
0.245,0.245,0.238,0.24,0.927,0.93,1.058,1.006,3.332,3.251,3.374,3.314,0.14,0.135,0.15,0.14,1.025,1.013,1.043,0.986,T0398726,4.67,17.154,13.728,17.829,14.422,13.2,11.3,17.8,12.4,0.149,0.252,0.211,0.199,0.941,0.434,0.73,0.408
0.245,0.245,0.235,0.245,0.795,0.78,0.9,0.822,3.165,3.034,3.336,3.183,0.165,0.16,0.16,0.158,0.757,0.761,0.887,0.793,T0398726,4.11,17.435,13.436,17.463,16.042,13.5,10.8,14.6,12.4,0.14,0.193,0.194,0.21,0.813,0.466,0.548,0.196
0.235,0.235,0.235,0.23,0.888,0.962,0.995,1.019,3.304,3.149,3.21,3.238,0.13,0.145,0.145,0.145,1.0,0.92,1.005,1.048,T0398726,4.67,13.533,14.956,16.667,17.988,12.4,11.9,14.6,16.2,0.248,0.223,0.198,0.207,0.42,0.716,0.52,0.603
0.235,0.24,0.245,0.245,0.865,0.886,0.809,0.8,3.243,3.034,3.17,3.188,0.16,0.155,0.158,0.165,0.821,0.846,0.797,0.795,T0398726,4.24,16.738,13.204,15.067,15.787,16.2,11.9,12.65,12.4,0.175,0.205,0.222,0.185,0.56,0.558,0.517,0.407
0.245,0.24,0.242,0.238,0.833,0.943,0.89,0.978,3.343,3.342,3.419,3.278,0.143,0.152,0.14,0.16,0.947,0.949,0.93,0.95,T0398726,4.41,14.734,15.545,13.496,17.574,12.65,14.8,12.4,18.3,0.231,0.198,0.172,0.193,0.534,0.224,0.754,0.576
0.25,0.24,0.24,0.25,0.778,0.834,0.831,0.741,3.149,3.072,3.183,3.202,0.165,0.17,0.175,0.172,0.724,0.753,0.826,0.73,T0398726,3.83,13.324,15.673,17.784,16.36,11.05,12.9,16.2,12.4,0.264,0.187,0.161,0.204,0.44,0.208,0.808,0.305
0.24,0.245,0.235,0.24,0.927,0.901,0.843,0.899,3.488,3.085,3.162,3.204,0.15,0.145,0.148,0.14,0.97,0.933,0.834,0.937,T0398726,4.52,18.496,13.942,15.567,14.218,14.0,11.35,13.2,10.8,0.211,0.226,0.457,0.172,0.388,0.55,0.39,0.746
0.245,0.245,0.26,0.265,1.036,1.097,0.823,1.084,4.635,4.684,4.514,4.326,0.213,0.202,0.212,0.202,1.439,1.078,1.671,1.179,T0399034,6.41,30.594,29.397,28.66,30.504,24.7,23.35,22.05,23.4,0.145,0.121,0.133,0.187,1.076,1.109,0.957,1.093
0.27,0.26,0.275,0.27,0.724,0.822,0.94,0.855,4.639,4.222,4.87,4.09,0.252,0.385,0.25,0.225,1.109,0.782,1.16,0.992,T0399034,5.35,30.066,29.982,32.224,28.403,24.2,24.7,23.1,20.65,0.139,0.124,0.165,0.141,1.407,1.332,1.0,0.916
0.5,0.262,0.265,0.265,0.745,0.822,0.856,0.864,4.739,4.283,4.514,4.494,0.252,0.49,0.235,0.232,1.04,0.585,1.323,0.874,T0399034,5.54,28.524,30.736,29.962,28.654,26.05,24.2,23.85,19.9,0.122,0.135,0.128,0.142,1.451,1.492,0.507,0.991
0.285,0.27,0.275,0.28,0.866,0.762,0.841,0.862,4.512,4.338,4.06,4.534,0.245,0.235,0.23,0.235,1.196,1.269,1.105,1.33,T0399034,5.55,29.506,29.941,30.439,31.261,23.1,21.75,19.3,25.0,0.181,0.154,0.121,0.157,0.877,0.522,0.769,1.5
0.205,0.205,0.188,0.202,4.397,2.263,3.36,3.328,15.23,9.91,12.421,14.707,0.182,0.18,0.195,0.19,6.968,2.77,5.393,8.504,T0400193,6.24,29.49,18.348,27.042,30.592,103.45,44.45,80.5,95.8,0.446,0.598,0.568,0.574,0.83,0.838,0.851,0.843
0.215,0.212,0.21,0.208,2.418,3.316,4.567,3.942,9.925,14.659,14.097,13.912,0.185,0.195,0.208,0.185,4.428,8.322,5.749,6.136,T0400193,6.14,18.31,29.076,27.346,27.618,43.0,98.6,109.0,72.2,0.506,0.448,0.488,0.446,0.862,1.05,0.856,0.844
0.23,0.232,0.225,0.24,3.814,3.094,2.95,3.664,12.476,12.127,11.504,10.91,0.175,0.19,0.175,0.178,2.709,3.306,2.653,2.572,T0401196,5.6,19.839,20.18,15.985,16.181,56.05,63.1,49.1,44.7,0.622,0.584,0.72,0.607,1.127,1.088,0.788,0.668
0.225,0.23,0.225,0.232,3.239,3.436,3.536,3.284,12.726,11.744,12.69,12.916,0.192,0.188,0.2,0.2,2.803,2.569,2.417,2.583,T0401196,4.96,18.54,18.582,19.261,20.32,54.35,56.95,53.45,57.8,0.622,0.588,0.659,0.551,0.343,1.029,0.365,0.722
0.262,0.225,0.215,0.235,1.95,2.112,3.998,2.208,10.201,12.963,11.218,12.333,0.22,0.225,0.212,0.225,2.127,3.035,1.866,2.399,T0401196,4.07,16.035,21.796,17.249,21.324,40.3,56.1,49.95,48.2,0.66,0.746,0.562,0.619,0.631,0.636,0.686,0.577
0.235,0.235,0.232,0.24,3.862,2.75,3.014,2.862,12.781,12.206,11.536,13.508,0.19,0.19,0.19,0.192,2.489,3.069,2.649,3.436,T0401196,4.87,19.558,19.683,16.351,22.149,66.6,55.2,61.3,62.2,0.584,0.701,0.623,0.585,0.715,0.692,0.883,1.009
0.232,0.232,0.245,0.23,3.257,4.203,3.032,3.289,12.4,13.271,13.369,13.036,0.185,0.19,0.19,0.178,2.981,3.088,3.126,3.593,T0401196,5.42,19.616,22.49,22.892,17.71,56.1,61.3,54.3,62.2,0.656,0.662,0.581,0.758,0.746,0.744,0.918,0.746
